pair_key,pair_label,task,method,method_label,nominal_budget,seed_count,test_metric,test_metric_std,actual_test_call_fraction,actual_test_call_fraction_std,flops_gflops_per_input,latency_ms_per_input
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.0,3,0.6695119530385957,0.0,0.0,0.0,7.503634432,16.318855201956467
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.01,3,0.6743328701471798,0.0002504540415259137,0.021268751949635595,0.0024468276041848553,222.01478381055546,47.10392897831558
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.05,3,0.6805811568310505,0.0004271568320976906,0.11976670542305912,0.0032185843726325893,1215.4397511547988,189.67302620038757
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.1,3,0.6804866290446077,0.0005385595679416328,0.172031118547297,0.0033259813564282133,1742.5651488943693,265.32221416016074
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.25,3,0.6794184650578038,0.00038210745789084077,0.24530905859777485,0.009454413833556307,2481.627562219953,371.38705501097667
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.5,3,0.664568149807636,0.0016062493473305785,0.4310372534006371,0.0088737075287505,4354.834256882111,640.2160014811561
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.75,3,0.6150355897115957,0.0013848240058531283,0.7057350008034863,0.006014701362190238,7125.364923966921,1037.8223321215987
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,0.99,3,0.5069147075782926,9.357773432602366e-05,0.988051687793627,0.00048144255369636903,9972.73825167356,1446.4565603014837
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,both,两项同时改,1.0,3,0.5000708958398321,0.0,1.0,0.0,10093.24584848,1463.7509306362917
grefcoco|instancevg|MiniCPM,gRefCOCO / InstanceVG + MiniCPM,grefcoco,original,原方法,0.0,3,0.6695119530385957,0.0,0.0,0.0,7.503634432,16.318855201956467
